,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,pitzer_25C,pitzer_25C,pitzer_25C,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,Uncertainties,Uncertainties,Uncertainties,Uncertainties,Uncertainties,Uncertainties
73,2015,26.05,35.9,54.7,10.9,833,5.02,,,,,292.0,19,2x longterm RSD of analysis method,8.08,0.02,25,,,2307.0,28.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 8S,6,,,,,696.0,26.0,,,55.0,1.0,Haynes et al. (2019),7.94445993534994,1984.5030655056178,2307.0,1984.5030655056178,2307.0,178.47174184254516,1791.8955047385368,14.135818924536062,7.937706351263357,152.35774646769758,680.6422535323024,833.0,4.408159995520612e-07,1983.178336544991,2307.0,179.11018312952186,1789.659295934569,14.408857480899961,7.929500118198556,153.27265266454992,679.72734733545,833.0,4.527957922017892e-07,1983.8407010253045,2307.0,178.7909624860335,1790.777400336553,14.27233820271801,7.933603234730956,152.81519956612374,680.1848004338763,833.0,4.4680589587692516e-07,1.1651900443737627e-08,4.361673624008259,49.37449959067806,9.5,49.37449959067806,20.157055050403024,51.81535959220942,22.24670213518072
74,2015,26.0,36.0,31.0,20.8,387,1.49,,,,,214.0,14,2x longterm RSD of analysis method,7.84,0.03,25,,,2076.0,12.0,,Haynes et al. (2019),Globigerina,ruber,pink,LH 11R,27,,,,,496.0,128.0,,,11.0,1.0,Haynes et al. (2019),7.704518749486474,1954.5039316424695,2076.0,1954.5039316424695,2076.0,101.04959029336615,1827.372446514476,26.081894834627203,7.696982561327112,43.26975160069735,343.73024839930264,387.0,4.4245893269188345e-07,1960.5862825512856,2076.0000000000014,95.13153164756638,1839.7775551042355,25.677195799483957,7.690561189273533,43.467313862978095,343.53268613702187,387.0,4.0448776114248986e-07,1957.5451070968775,2076.000000000001,98.09056097046627,1833.5750008093557,25.87954531705558,7.693771875300323,43.36853273183772,343.6314672681623,387.0,4.234733469171867e-07,2.0240821023182595e-08,4.817974219720353,36.185420932894196,7.0,36.185420932894196,6.9638875054487945,14.314475774847264,7.060289878101785
75,2015,26.0,36.0,30.8,20.8,383,1.48,,,,,216.0,14,2x longterm RSD of analysis method,8.03,0.06,25,,,2158.0,19.0,,Haynes et al. (2019),Globigerina,ruber,pink,LH 1R,17,,,,,487.0,42.0,,,10.0,1.0,Haynes et al. (2019),7.894517548525116,1954.269649122034,2158.0,1954.269649122034,2157.9999999999995,152.68833777511014,1785.1172576596075,16.464053687316262,7.886753624970052,62.44491024998872,320.55508975001123,383.0,4.4245893269188345e-07,1963.8440469009763,2158.0,143.92387184983158,1803.6431128128797,16.277062238264993,7.879917422441679,62.64720515858569,320.3527948414143,383.0,4.0358788381276377e-07,1959.0568480115053,2158.0,148.30610481247086,1794.3801852362435,16.370557962790627,7.883335523705865,62.54605770428721,320.45394229571275,383.0,4.230234082523236e-07,1.3081708764587026e-08,7.292189793571429,36.52360243693994,7.0,36.52360243693994,8.858274745621761,18.778703575199227,9.091576587394378
76,2015,26.0,36.0,31.1,20.8,388,1.5,,,,,257.0,17,2x longterm RSD of analysis method,8.28,0.03,25,,,2310.0,18.0,,Haynes et al. (2019),Globigerina,ruber,pink,LH 9R,15,,,,,432.0,91.0,,,14.0,2.0,Haynes et al. (2019),8.14451934950971,1953.129538226303,2310.0,1953.129538226303,2310.0,256.80100363455335,1687.5735877243555,8.754946867394088,8.136439389206886,99.80999653310688,288.1900034668931,388.0,4.4245893269188345e-07,1967.8225643295139,2310.0000000000005,243.88907931702687,1715.218749111768,8.714735900719258,8.12940906427175,100.09813479906347,287.9018652009365,388.0,4.0493770709968235e-07,1960.4760512779085,2310.0,250.3450414757901,1701.3961684180617,8.734841384056672,8.132924226739318,99.95406566608517,288.04593433391483,388.0,4.236983198957829e-07,7.3633555797819244e-09,12.289821833556585,43.45632326987761,8.5,43.45632326987761,11.220374420776121,24.065309691124227,11.568802344579403
77,2015,25.87,37.3,55.2,20.8,428,2.65,,,,,161.0,11,2x longterm RSD of analysis method,8.18,0.03,25,,,2395.0,4.0,,Haynes et al. (2019),Globigerina,ruber,pink,LH 5RA,11,,,,,636.0,30.0,,,31.0,1.0,Haynes et al. (2019),8.046117185513364,2053.5491698413066,2395.0,2053.5491698413066,2395.0000000000005,247.8193917352705,1794.5977333828364,11.132044723199503,8.039161125311916,97.18784617561738,330.8121538243826,428.0,4.6374162990080204e-07,2039.6521313983737,2394.9999999999995,259.0921944084,1769.403992344619,11.155944645354875,8.032751798732358,99.97330016849857,328.02669983150145,428.0,5.382565956435612e-07,2046.60065061984,2395.0,253.45579307183527,1782.0008628637277,11.143994684277189,8.035956462022137,98.58057317205797,329.41942682794206,428.0,5.009991127721816e-07,9.205418513550299e-09,10.522734195522311,27.223611075682083,5.5,27.223611075682083,8.208227579691004,18.289070776079658,8.589274931501576
78,2015,26.05,35.8,54.2,10.8,218,5.02,,,,,113.0,7,2x longterm RSD of analysis method,8.04,0.05,25,,,2156.0,15.0,,Haynes et al. (2019),Globigerina,ruber,pink,LH 6R,25,,,,,464.0,101.0,,,15.0,1.0,Haynes et al. (2019),7.904345690591785,1968.6551256694945,2156.0,1968.6551256694945,2156.0,161.0026143987633,1792.0386700400704,15.613841230660531,7.895306409658296,36.70918708662614,181.29081291337388,218.0,4.392111278498271e-07,1967.9312515437273,2155.9999999999995,161.6478186476758,1790.423805502568,15.859627393483525,7.888350663782232,36.999753974858876,181.00024602514114,218.0,4.4834015612815004e-07,1968.2931886066108,2156.0,161.32521652321955,1791.2312377713192,15.736734312072027,7.891828536720264,36.8544705307425,181.1455294692575,218.0,4.4377564198898856e-07,1.2828369579983377e-08,3.9261107947290252,19.10725497858432,3.5,19.10725497858432,3.8214509957168636,7.887087213392002,3.88065318731353
79,2015,26.05,35.9,54.7,10.9,833,5.02,,,,,480.0,32,2x longterm RSD of analysis method,8.08,0.02,25,,,2307.0,28.0,,Haynes et al. (2019),Globigerina,ruber,pink,LH 8R,20,,,,,522.0,47.0,,,16.0,1.0,Haynes et al. (2019),7.94445993534994,1984.5030655056178,2307.0,1984.5030655056178,2307.0,178.47174184254516,1791.8955047385368,14.135818924536062,7.937706351263357,152.35774646769758,680.6422535323024,833.0,4.408159995520612e-07,1983.178336544991,2307.0,179.11018312952186,1789.659295934569,14.408857480899961,7.929500118198556,153.27265266454992,679.72734733545,833.0,4.527957922017892e-07,1983.8407010253045,2307.0,178.7909624860335,1790.777400336553,14.27233820271801,7.933603234730956,152.81519956612374,680.1848004338763,833.0,4.4680589587692516e-07,1.1651900443737627e-08,4.361673624008259,81.16356097097764,16.0,81.16356097097764,18.148723962705482,37.98571581075822,18.53297625866077
80,2012,23.0,38.0,57.22,11.07,4517,5.16,,,,,1270.0,600,2x standard errors,,,23,8.05,0.02,2567.0,11.0,,Howes et al. (2017),Orbulina,universa,,,9,,,"treatments of diluted NaOCl (1:3, with active chlorine 4.6%), for 6 hours,, followed by multiple rinses with nanopure water, dried at 50degrees C",,,,,,,,Howes et al. (2017),8.05,1361.8320916508305,2567.0,1361.8320916508305,2567.0,156.9751761028602,1197.4723355064175,7.384580041552673,8.055479196541485,1049.3546330883294,3467.6453669116704,4517.0,4.768428081877967e-07,1362.5229451457653,2566.999999999998,160.52729969808374,1194.8005314868446,7.195113960836996,8.075129321117732,1044.5406317400368,3472.459368259963,4517.0,5.029554083193489e-07,1362.177518398298,2566.999999999999,158.75123790047195,1196.136433496631,7.289847001194834,8.06530425882961,1046.947632414183,3470.0523675858167,4517.0,4.898991082535728e-07,8.603907668377128e-09,3.58722066227686,214.745255069045,900.0,900.0,300.0,691.8012405100111,318.06720075894475
81,2012,23.0,38.0,57.22,11.07,4517,5.16,,,,,1490.0,580,2x standard errors,,,23,8.05,0.05,3050.0,27.0,,Howes et al. (2017),Orbulina,universa,,,11,,,"treatments of diluted NaOCl (1:3, with active chlorine 4.6%), for 6 hours,, followed by multiple rinses with nanopure water, dried at 50degrees C",,,,,,,,Howes et al. (2017),8.05,1795.6566101297078,3050.0,1795.6566101297078,3050.0,207.25965337743682,1578.6762644900712,9.720692262199982,8.05613539468477,1050.5723130657746,3466.427686934225,4517.0,4.768428081877967e-07,1796.046032557059,3049.9999999999986,211.73194467580672,1574.836877346,9.477210535252475,8.075426638363277,1045.0904613260582,3471.909538673942,4517.0,5.029554083193489e-07,1795.8513213433835,3049.999999999999,209.49579902662177,1576.7565709180355,9.598951398726228,8.065781016524024,1047.8313871959162,3469.1686128040838,4517.0,4.898991082535728e-07,8.594467694691066e-09,4.733869599175351,251.94522051407642,961.821189203066,961.821189203066,290.0,646.1602670698322,303.46255704440716
82,2012,23.0,38.0,57.22,11.07,4517,5.16,,,,,770.0,300,2x standard errors,,,23,8.05,0.03,5594.0,38.0,,Howes et al. (2017),Orbulina,universa,,,12,,,"treatments of diluted NaOCl (1:3, with active chlorine 4.6%), for 6 hours,, followed by multiple rinses with nanopure water, dried at 50degrees C",,,,,,,,Howes et al. (2017),8.05,4080.645378266896,5594.0,4080.645378266896,5593.999999999999,473.55063576712087,3585.152817627881,21.941924871894546,8.05877245830337,1055.4757290286227,3461.5242709713775,4517.0,4.768428081877967e-07,4079.4471389221326,5594.000000000001,482.0895822928788,3575.8971447323993,21.460411896854595,8.076618556170386,1047.2967087894992,3469.703291210501,4517.0,5.029554083193489e-07,4080.0462585945143,5594.0,477.8201090299998,3580.5249811801405,21.70116838437457,8.067695507236877,1051.386218909061,3465.6137810909395,4517.0,4.898991082535728e-07,8.55666427895315e-09,10.797057022247644,130.19987905760996,519.6152422706632,519.6152422706632,150.0,330.1477740124423,156.2229018176606
83,2012,23.0,38.0,57.22,11.07,4517,5.16,,,,,920.0,490,2x standard errors,,,23,7.9,0.02,4153.0,154.0,,Howes et al. (2017),Orbulina,universa,,,18,,,"treatments of diluted NaOCl (1:3, with active chlorine 4.6%), for 6 hours,, followed by multiple rinses with nanopure water, dried at 50degrees C",,,,,,,,Howes et al. (2017),7.9,3109.7032820591357,4153.0,3109.7032820591357,4153.0,263.17744449924106,2822.062794268202,24.463043291692365,7.907595698984289,800.1617278800177,3716.8382721199823,4517.0,4.768428081877967e-07,3109.5787128721927,4153.0,268.44609771523824,2817.2117084569772,23.920906699976733,7.925913438468892,794.2182453291688,3722.781754670831,4517.0,5.029554083193489e-07,3109.6409974656644,4153.0,265.8117711072397,2819.6372513625897,24.19197499583455,7.91675456872659,797.1899866045933,3719.8100133954067,4517.0,4.898991082535728e-07,1.2112824678547368e-08,6.006412864573088,155.56349186104046,1039.4469683442248,1039.4469683442248,245.00000000000003,516.9048165691294,250.97976687053534
84,2012,23.0,38.0,57.22,11.07,4517,5.16,,,,,690.0,370,2x standard errors,,,23,7.7,0.03,5362.0,23.0,,Howes et al. (2017),Orbulina,universa,,,15,,,"treatments of diluted NaOCl (1:3, with active chlorine 4.6%), for 6 hours,, followed by multiple rinses with nanopure water, dried at 50degrees C",,,,,,,,Howes et al. (2017),7.7,4622.178181550808,5362.0,4622.178181550808,5362.0,254.34578882918217,4308.8233418599075,59.00905086171931,7.708979569275679,541.6989615923243,3975.301038407676,4517.0,4.768428081877967e-07,4622.16300181853,5362.0,258.8801404540695,4305.351432271586,57.93142909287422,7.725965956175632,535.9479960940246,3981.052003905976,4517.0,5.029554083193489e-07,4622.1705916846695,5362.0,256.6129646416258,4307.087387065747,58.470239977296764,7.717472762725656,538.8234788431744,3978.1765211568263,4517.0,4.898991082535728e-07,1.9165812595484025e-08,5.798552131906399,116.67261889578036,716.5019190483722,716.5019190483722,185.0,396.78553726463156,190.7448319892295
85,2008,17.7,33.1,49.84,9.65,393,5.16,,,61.0,2.0,66.6116347203073,2,2x longterm RSD of analysis method,,,18,8.09,0.03,2264.0,21.0,,Allen et al. (2011),Orbulina,universa,,1,13,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,421.9,101.7,14.0,0.0,27.0,24.7,Allen et al. (2011),8.09,1962.2851866297779,2264.0,1962.2851866297779,2263.9999999999995,208.11665740971242,1744.0306720989422,10.137857121123194,8.151295425214196,99.17664221887898,293.82335778112105,393.0,4.0207650359314756e-07,1963.3141175009923,2264.0000000000005,210.49443184776993,1743.6924005993988,9.127285053823483,8.201293858303952,94.70372722706836,298.2962727729317,393.0,3.871236458418996e-07,1962.799652065385,2264.0,209.3055446287412,1743.8615363491704,9.632571087473337,8.176294641759075,96.94018472297367,296.05981527702636,393.0,3.9460007471752357e-07,6.663545357714159e-09,5.1185963588913035,11.263411408329484,1.0,11.263411408329484,3.1239082591829246,6.806411393799269,3.2407589645013446
86,2008,19.6,33.06,49.77,9.63,393,5.16,,,63.0,2.0,68.6173937259038,2,2x longterm RSD of analysis method,,,20,8.03,0.01,2263.0,5.0,,Allen et al. (2011),Orbulina,universa,,2,15,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,459.5,65.0,14.3,6.3,23.5,6.8,Allen et al. (2011),8.03,1995.6315069867217,2263.0,1995.6315069867217,2262.9999999999995,188.02816030333952,1795.5915684987963,12.01177818458557,8.074392943728393,86.88445843203948,306.1155415679605,393.0,4.006373825278011e-07,1996.5764351122227,2263.0000000000005,189.0549904645524,1796.4249019872998,11.096542660370579,8.11147414670684,83.98559007627729,309.0144099237227,393.0,3.8525721478716286e-07,1996.1039710494722,2263.0,188.54157538394594,1796.0082352430481,11.554160422478073,8.092933545217615,85.43502425415838,307.5649757458416,393.0,3.92947298657482e-07,8.0735856102117e-09,4.620607845252146,11.60256670696244,1.0,11.60256670696244,2.9957698419550773,6.425287277088247,3.088797919903361
87,2008,22.3,33.3,50.14,9.7,396,5.16,10.2,0.29,61.0,2.0,66.9716564154432,2,2x longterm RSD of analysis method,,,22,8.0,0.02,2257.0,5.0,,Allen et al. (2011),Orbulina,universa,,3a,5,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,574.8,86.2,16.4,0.5,51.2,34.0,Allen et al. (2011),8.0,2003.8048523061325,2257.0,2003.8048523061325,2256.9999999999995,180.8977174954057,1809.936656170981,12.97047863974575,8.021685039881286,80.31364553168785,315.6863544683122,396.0,4.027557471205624e-07,2004.6132830614147,2257.0000000000014,180.8349304290639,1811.352492191091,12.425860441259662,8.040411262753242,79.06101326536016,316.9389867346398,396.0,3.8898827619680073e-07,2004.2090676837736,2257.0000000000005,180.8663239622348,1810.644574181036,12.698169540502706,8.031048151317265,79.68732939852401,316.312670601476,396.0,3.9587201165868157e-07,9.31004646927643e-09,4.431743823168568,11.324287747504563,1.0,11.324287747504563,5.064375440037635,14.06096040137644,5.745010472234601
88,2008,22.3,33.3,50.14,9.7,396,5.16,8.95,0.25,62.0,2.0,67.9162298312944,2,2x longterm RSD of analysis method,,,22,8.0,0.02,2257.0,5.0,,Allen et al. (2011),Orbulina,universa,,3b,5,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,574.8,86.2,16.4,0.5,51.2,34.0,Allen et al. (2011),8.0,2003.8048523061325,2257.0,2003.8048523061325,2256.9999999999995,180.8977174954057,1809.936656170981,12.97047863974575,8.021685039881286,80.31364553168785,315.6863544683122,396.0,4.027557471205624e-07,2004.6132830614147,2257.0000000000014,180.8349304290639,1811.352492191091,12.425860441259662,8.040411262753242,79.06101326536016,316.9389867346398,396.0,3.8898827619680073e-07,2004.2090676837736,2257.0000000000005,180.8663239622348,1810.644574181036,12.698169540502706,8.031048151317265,79.68732939852401,316.312670601476,396.0,3.9587201165868157e-07,9.31004646927643e-09,4.431743823168568,11.484006376731653,1.0,11.484006376731653,5.135803782482607,14.259277273130174,5.8260385437548425
89,2008,26.5,33.0,49.69,9.62,392,5.16,,,65.0,2.0,70.7652325523879,2,2x longterm RSD of analysis method,,,27,7.94,0.1,2248.0,10.0,,Allen et al. (2011),Orbulina,universa,,4,9,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,461.1,46.2,11.5,0.0,23.0,7.5,Allen et al. (2011),7.94,2028.908378084466,2248.0,2028.908378084466,2248.000000000001,162.02216284447792,1851.4475063412774,15.438708898710404,7.928374565385836,66.98436881684243,325.01563118315755,392.0,3.951273124345686e-07,2029.6627076884458,2248.0000000000005,160.74217189527008,1853.3556244880701,15.564911305105515,7.91792578553774,67.8188636981651,324.18113630183495,392.0,3.792373149010405e-07,2029.285542886456,2248.000000000001,161.382167369874,1852.4015654146738,15.50181010190796,7.923150175461788,67.40161625750378,324.59838374249625,392.0,3.8718231366780456e-07,1.1935753045682726e-08,4.009729771464204,11.965746389356555,1.0,11.965746389356555,3.9885821297855184,9.197686884205613,4.228790510060099
90,2008,22.1,33.3,50.14,9.7,396,5.16,8.59,0.24,56.0,1.0,60.8730495198771,1,2x longterm RSD of analysis method,,,22,7.59,0.02,2080.0,2.0,,Allen et al. (2011),Orbulina,universa,,5,11,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,467.5,89.2,14.5,0.7,24.6,22.1,Allen et al. (2011),7.59,2004.023931231337,2080.0,2004.023931231337,2080.0,73.42860280503129,1895.58805916531,35.007269260995834,7.612075160052334,35.67759386255267,360.3224061374473,396.0,4.028782123906535e-07,2004.1060434809087,2079.9999999999995,72.95466168321519,1897.464801937483,33.68657986021063,7.629229603874787,34.7732206762843,361.2267793237157,396.0,3.8911587087680926e-07,2004.0649873561229,2080.0,73.19163224412324,1896.5264305513965,34.34692456060323,7.620652381963561,35.22540726941848,360.7745927305815,396.0,3.959970416337314e-07,2.3952321813336353e-08,1.7928387288929695,10.293069721241428,0.5,10.293069721241428,3.1034772914841695,6.914978329346795,3.24754880897599
91,2008,22.1,33.3,50.14,9.7,396,5.16,6.77,0.19,69.0,2.0,75.7608550806527,2,2x longterm RSD of analysis method,,,22,8.27,0.02,2443.0,4.0,,Allen et al. (2011),Orbulina,universa,,6,10,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,535.9,95.6,16.4,4.5,41.6,25.3,Allen et al. (2011),8.27,1999.2772336910264,2443.0,1999.2772336910264,2443.0000000000005,313.1940484477204,1679.6392068225523,6.443978420753912,8.29455135689569,127.82160620671151,268.1783937932884,396.0,4.028782123906535e-07,2000.6748868991751,2443.0000000000014,313.37871006239726,1681.1401449528835,6.156031883894494,8.31481585402581,126.00879233064605,269.9912076693539,396.0,3.8911587087680926e-07,1999.9760602951008,2443.000000000001,313.2863792550588,1680.3896758877179,6.3000051523242036,8.304683605460749,126.91519926867878,269.08480073132114,396.0,3.959970416337314e-07,4.95811270340075e-09,7.67399136679615,12.810459959483243,1.0,12.810459959483243,4.051023134635538,9.164051000445246,4.263764595889274
92,2008,22.1,33.3,50.14,9.7,396,5.16,4.67,0.13,92.0,2.0,100.747425857856,2,2x longterm RSD of analysis method,,,22,8.63,0.03,2825.0,7.0,,Allen et al. (2011),Orbulina,universa,,7,9,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,498.3,49.6,27.3,5.0,33.6,7.3,Allen et al. (2011),8.63,1998.9544193452173,2825.0,1998.9544193452173,2825.000000000001,600.0135416037515,1396.6153146887752,2.325563052690555,8.657038111782644,207.26357040723184,188.73642959276813,396.0,4.028782123906535e-07,2001.1777825808854,2825.0000000000005,600.0525749717075,1398.8991008450773,2.226106764100389,8.676753197234914,205.06103274381928,190.93896725618072,396.0,3.8911587087680926e-07,2000.0661009630512,2825.000000000001,600.0330582877295,1397.7572077669263,2.275834908395472,8.666895654508778,206.16230157552556,189.8376984244744,396.0,3.959970416337314e-07,2.153299033618989e-09,14.697889260431271,17.035458002673217,1.0,17.035458002673217,5.6784860008910725,13.09461219878392,6.020467156174259
93,2008,22.1,29.9,45.02,8.71,355,5.16,,,55.0,1.0,60.3485477357377,1,2x longterm RSD of analysis method,,,22,8.03,0.03,2058.0,9.0,,Allen et al. (2011),Orbulina,universa,,8a,9,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,537.4,102.7,15.5,4.9,39.9,31.0,Allen et al. (2011),8.03,1838.0390184116125,2058.0,1838.0390184116125,2057.9999999999995,155.20090604907503,1671.044492879503,11.793619483034107,8.053307991604074,71.70308626150566,283.29691373849437,355.0,3.528301311483245e-07,1839.362913204432,2058.0000000000005,154.019932056932,1674.286537869007,11.05644327849321,8.07312837508535,71.03461523547053,283.9653847645295,355.0,3.1858267400101914e-07,1838.7009658080224,2058.0,154.6104190530035,1672.665515374255,11.42503138076366,8.063218183344713,71.36885074848809,283.63114925151194,355.0,3.357064025746718e-07,8.64533480384531e-09,4.011412173326427,10.20438132012396,0.5,10.20438132012396,3.4014604400413204,7.843781839887713,3.606310002187437
94,2008,22.1,29.9,45.02,8.71,355,5.16,,,53.0,1.0,57.7874349388816,1,2x longterm RSD of analysis method,,,22,8.03,0.03,2058.0,9.0,,Allen et al. (2011),Orbulina,universa,,8b,9,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,537.4,102.7,15.5,4.9,39.9,31.0,Allen et al. (2011),8.03,1838.0390184116125,2058.0,1838.0390184116125,2057.9999999999995,155.20090604907503,1671.044492879503,11.793619483034107,8.053307991604074,71.70308626150566,283.29691373849437,355.0,3.528301311483245e-07,1839.362913204432,2058.0000000000005,154.019932056932,1674.286537869007,11.05644327849321,8.07312837508535,71.03461523547053,283.9653847645295,355.0,3.1858267400101914e-07,1838.7009658080224,2058.0,154.6104190530035,1672.665515374255,11.42503138076366,8.063218183344713,71.36885074848809,283.63114925151194,355.0,3.357064025746718e-07,8.64533480384531e-09,4.011412173326427,9.771320831288167,0.5,9.771320831288167,3.257106943762722,7.51090208056274,3.4532629605837686
95,2008,22.3,31.5,47.43,9.18,374,5.16,,,66.0,2.0,72.3459145917234,2,2x longterm RSD of analysis method,,,22,7.99,0.05,2173.0,13.0,,Allen et al. (2011),Orbulina,universa,,9a,7,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,550.1,121.8,18.5,0.0,47.4,40.2,Allen et al. (2011),7.99,1948.6077866676226,2173.0,1948.6077866676226,2173.0,161.00745191073142,1774.2255747462634,13.374760010627714,8.011639508064356,72.10966125817157,301.8903387418284,374.0,3.7590535547763433e-07,1949.7194133503326,2173.0,160.2378702458617,1776.7893046961185,12.692238408352496,8.030137267042749,71.21559510904564,302.7844048909543,374.0,3.504952633357454e-07,1949.1636000089775,2173.0,160.62266107829657,1775.507439721191,13.033499209490106,8.020888387553551,71.6626281836086,302.33737181639134,374.0,3.632003094066899e-07,9.530410613950841e-09,4.059787369420129,12.23302510409684,1.0,12.23302510409684,4.623648886778609,11.313661245711042,5.011922942088237
96,2008,22.3,31.5,47.43,9.18,374,5.16,,,65.0,2.0,70.7634271440193,2,2x longterm RSD of analysis method,,,22,7.99,0.05,2173.0,13.0,,Allen et al. (2011),Orbulina,universa,,9b,6,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,550.1,121.8,18.5,0.0,47.4,40.2,Allen et al. (2011),7.99,1948.6077866676226,2173.0,1948.6077866676226,2173.0,161.00745191073142,1774.2255747462634,13.374760010627714,8.011639508064356,72.10966125817157,301.8903387418284,374.0,3.7590535547763433e-07,1949.7194133503326,2173.0,160.2378702458617,1776.7893046961185,12.692238408352496,8.030137267042749,71.21559510904564,302.7844048909543,374.0,3.504952633357454e-07,1949.1636000089775,2173.0,160.62266107829657,1775.507439721191,13.033499209490106,8.020888387553551,71.6626281836086,302.33737181639134,374.0,3.632003094066899e-07,9.530410613950841e-09,4.059787369420129,11.965441111497801,1.0,11.965441111497801,4.884870878415003,12.556960354261895,5.391277005950547
97,2008,22.3,35.4,53.3,10.32,421,5.16,,,71.0,2.0,78.0527606260522,2,2x longterm RSD of analysis method,,,22,7.98,0.03,2396.0,1.0,,Allen et al. (2011),Orbulina,universa,,10,11,,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",B/Ca adjusted for the Cambridge offset (9.5%) for samples measured using '2005' standard -- see Kerr et al. (2017) Supplementary Material #4,449.5,43.7,12.5,2.8,22.5,12.7,Allen et al. (2011),7.98,2121.8816697133047,2396.0,2121.8816697133047,2396.0,197.86618306797672,1910.091803106352,13.923683538975688,8.001723246097535,85.23304444122753,335.76695555877245,421.0,4.3516459398868605e-07,2121.9531399133302,2395.9999999999995,198.81959872343776,1909.658872283632,13.47466890626022,8.020557101905922,83.67284704375525,337.32715295624473,421.0,4.374864111478436e-07,2121.9174048133173,2396.0,198.34289089570723,1909.8753376949921,13.699176222617954,8.011140174001728,84.4529457424914,336.5470542575086,421.0,4.363255025682648e-07,9.746749983389483e-09,4.691219335095943,13.19799999172023,1.0,13.19799999172023,3.97934672324088,8.866537039492375,4.164078386210208
